epShort,samplingStartDate,plot,treeTagNo,scientificName,dbh_in,ht_ft,htlc_ft,cbh_ft,status,crownScorch_%,maxScorchHt_ft,minBoleChar_ft,maxBoleChar_ft,burnSeverity
PRE,10-Sep-16,5,929,Pinus ponderosa,18.4,83,32,18,L,5,24,1,18,2
PRE,12-Sep-16,17,127,Pinus ponderosa,18.1,83,25,6,L,5,40,2,15,2
PRE,10-Sep-16,17,1239,Pinus ponderosa,17.7,72,19,10,L,5,21,0,13,2
PRE,12-Sep-16,3,1345,Pinus ponderosa,17.6,89,30,30,L,5,32,2,17,2
PRE,23-Sep-16,17,137,Pinus ponderosa,17.1,65,19,6,L,5,32,1.5,9,2
PRE,12-Sep-16,3,1343,Pinus ponderosa,15.1,81,36,34,L,5,36,0.1,5,2
PRE,23-Sep-16,1,519,Pinus ponderosa,14.4,66,15,3,L,5,12,0.5,2,2
PRE,12-Sep-16,17,121,Pinus ponderosa,13.1,80,45,6,L,5,45,1,14,2
PRE,20-Sep-16,1,405,Pinus ponderosa,12.8,64,29,6,L,5,36,2,11,2
PRE,23-Sep-16,7,540,Pinus ponderosa,12.2,54,30,23,L,5,30,3,8.5,2
PRE,12-Sep-16,13,52,Pinus ponderosa,11.8,68,25,20,L,5,34,0,0,2
PRE,12-Sep-16,3,1340,Pinus ponderosa,11,71,26,20,L,5,20,0.1,8,2
PRE,20-Sep-16,19,187,Pseudotsuga menziesii,10.2,53,9,2,L,5,14,0,5,2
PRE,23-Sep-16,15,131,Pinus ponderosa,9.9,52,15,6,L,5,16,1.5,5,2
PRE,12-Sep-16,3,1341,Pinus ponderosa,9.6,61,15,6,L,5,23,0.1,8,2
PRE,10-Sep-16,15,3592,Pinus ponderosa,9.1,33,14,14,L,5,15,1,7,2
PRE,20-Sep-16,7,425,Pseudotsuga menziesii,8.9,47,5,1,L,5,6,0.1,6,2
PRE,20-Sep-16,9,463,Pseudotsuga menziesii,7.6,50,22,6,L,5,23,0,0.1,2
PRE,20-Sep-16,15,158,Pseudotsuga menziesii,7.1,42,8,4,L,5,8,0.1,0.1,2
PRE,20-Sep-16,1,298,Pinus ponderosa,6.9,47,27,21,L,5,29,1,6,2
PRE,12-Sep-16,15,91,Abies grandis,6.7,47,15,11,L,5,13,0,0,1
PRE,12-Sep-16,17,132,Pseudotsuga menziesii,5.4,48,16,7,L,5,24,2,6,2
PRE,10-Sep-16,3,914,Pinus ponderosa,4,17,5,3,L,5,4,1,5,2
PRE,12-Sep-16,15,99,Abies grandis,3.9,23,6,3,L,5,8,1,2,2
PRE,23-Sep-16,3,503,Pinus ponderosa,3.7,18,3,1,L,5,7,0,1,2
PRE,20-Sep-16,15,159,Abies grandis,3.6,20,6,1,L,5,7,0.1,0.1,2
PRE,10-Sep-16,11,3553,Pinus ponderosa,3.5,23,14,11,L,5,10,0.1,0.1,2
PRE,12-Sep-16,17,133,Pseudotsuga menziesii,3.4,31,14,7,L,5,26,4,7,2
PRE,20-Sep-16,17,180,Pseudotsuga menziesii,3.3,16,1,1,L,5,7,0,0,2
PRE,20-Sep-16,7,437,Pseudotsuga menziesii,2.8,18,6,1,L,5,3,0.1,1,2
PRE,20-Sep-16,7,429,Pseudotsuga menziesii,2.8,20,6,1,L,5,7,0.1,6,2
PRE,20-Sep-16,7,436,Pseudotsuga menziesii,2.8,20,6,1,L,5,5,0.1,1,2
PRE,12-Sep-16,15,92,Pseudotsuga menziesii,2.8,24,11,4,L,5,12,0,0,2
PRE,10-Sep-16,17,1228,Pinus ponderosa,2.5,14,5,5,L,5,7,0.1,2,2
PRE,12-Sep-16,15,71,Abies grandis,2.3,23,9,7,L,5,10,0,0.1,2
PRE,10-Sep-16,11,998,Pinus ponderosa,1.2,7,3,1,L,5,2,0.1,0.1,2
PRE,10-Sep-16,19,1250,Pinus contorta var. latifolia,1.2,10,3,1,L,5,2,0,0.1,2
PRE,10-Sep-16,19,1273,Pinus contorta var. latifolia,1,9,1,1,L,5,2,0.1,0.1,2
PRE,17-Aug-16,1,407,Pseudotsuga menziesii,0.8,9.9,6,2.5,L,5,7,0.1,0.5,2
PRE,17-Aug-16,11,453,Pseudotsuga menziesii,0.8,7.1,3.5,2.5,L,5,4,,,2
PRE,10-Sep-16,11,997,Pinus ponderosa,0.7,7,3,1,L,5,2,0.1,0.1,2
PRE,10-Sep-16,19,1262,Pinus contorta var. latifolia,0.7,7,1,1,L,5,1,0,0.1,2
PRE,10-Sep-16,19,1257,Pinus contorta var. latifolia,0.5,7,2,1,L,5,1,0,0.1,2
PRE,10-Sep-16,19,1256,Pinus contorta var. latifolia,0.4,6,3,1,L,5,1,0,0.1,2
PRE,23-Sep-16,7,541,Pinus ponderosa,26.2,82,27,18,L,2,47,0,2,2
PRE,23-Sep-16,7,537,Pinus ponderosa,15.9,77,33,9,L,2,44,0.5,8,2
PRE,23-Sep-16,1,512,Pinus ponderosa,13.6,58,28,4,L,2,23,3,9,2
PRE,23-Sep-16,1,518,Pinus ponderosa,7.7,48,20,3,L,2,10,0,1.5,2
PRE,20-Sep-16,19,188,Pinus ponderosa,23.3,88,31,37,L,1,21,2,10,2
PRE,10-Sep-16,19,1294,Pinus ponderosa,20.2,89,31,22,L,1,24,0,2,2
PRE,22-Aug-16,5,109,Pseudotsuga menziesii,20.2,91,23,5,L,1,7,1,4.5,2
PRE,10-Sep-16,19,1284,Pinus contorta var. latifolia,18.4,91,36,6,L,1,16,0.1,1,2
PRE,10-Sep-16,11,3542,Pinus ponderosa,16.6,64,19,13,L,1,14,0.1,5,2
PRE,10-Sep-16,13,3556,Pinus ponderosa,14.3,64,22,19,L,1,19,0,1,2
PRE,10-Sep-16,3,913,Pinus ponderosa,11.5,28,12,8,L,1,6,1,4,2
PRE,22-Aug-16,17,717,Pseudotsuga menziesii,11,74,14,14,D,1,8,0,3,2
PRE,17-Aug-16,19,3665,Pseudotsuga menziesii,10.9,52,6,6,L,1,4,0,3,2
PRE,20-Sep-16,19,189,Pinus ponderosa,10,56,28,28,L,1,29,0,2,2
PRE,17-Aug-16,11,442,Pinus contorta var. latifolia,8,47,10,7,L,1,6,0.1,0.1,2
PRE,17-Aug-16,3,410,Pseudotsuga menziesii,7.2,44,14,1.5,L,1,13,0.5,2,2
PRE,10-Sep-16,17,1238,Pinus ponderosa,5,32,17,13,L,1,13,0.1,2,2
PRE,20-Sep-16,19,186,Pseudotsuga menziesii,4,33,8,1,L,1,9,0,2,2
PRE,17-Aug-16,19,3666,Pinus ponderosa,3,21,9.5,8.5,L,1,0,,,1
PRE,17-Aug-16,13,473,Pseudotsuga menziesii,2.4,15,3.5,1.5,L,1,5,0.1,0.5,2
PRE,17-Aug-16,13,472,Pseudotsuga menziesii,2.1,12,4,3,L,1,2,,,2
PRE,17-Aug-16,13,475,Pseudotsuga menziesii,1.9,11,3.5,3,L,1,2,0.1,0.1,2
PRE,17-Aug-16,13,477,Pseudotsuga menziesii,1.1,9,3.5,2,L,1,4,0.5,2,2
PRE,10-Sep-16,19,1297,Pinus contorta var. latifolia,0.9,9,2,1,L,1,1,0,0,2
PRE,17-Aug-16,13,468,Pseudotsuga menziesii,0.5,7.1,2.5,2.5,L,1,3,0.1,0.1,2
PRE,10-Sep-16,19,1252,Pinus contorta var. latifolia,0.4,6,1,1,L,1,2,0.1,0.1,2
PRE,17-Aug-16,13,478,Pinus ponderosa,0.3,4.6,3,3,L,1,2,,,2
PRE,17-Aug-16,7,423,Pinus ponderosa,38.3,134,42,42,L,0,,2,8,1
PRE,10-Sep-16,7,962,Pinus ponderosa,36.3,124,54,23,L,0,,0.1,6,1
PRE,10-Sep-16,7,937,Pinus ponderosa,32,102,41,33,L,0,,6,13,1
PRE,10-Sep-16,9,977,Pinus ponderosa,29.3,110,22,17,L,0,,1,3,1
PRE,10-Sep-16,7,931,Pinus ponderosa,29.2,120,60,20,L,0,,0.1,8,1
PRE,10-Sep-16,7,940,Pinus ponderosa,28.5,110,57,50,L,0,,1,3,1
PRE,22-Aug-16,11,707,Pinus ponderosa,27.3,121,48,48,L,0,,0.1,2,1
PRE,10-Sep-16,7,938,Pinus ponderosa,26.8,105,51,48,L,0,,4,8,1
PRE,22-Aug-16,13,709,Pinus ponderosa,26.5,97,38,38,L,0,,0,5.5,1
PRE,22-Aug-16,11,708,Pinus ponderosa,25.7,98,29,29,L,0,,0,2,1
PRE,10-Sep-16,15,3583,Pinus ponderosa,25.2,91,37,30,L,0,,0,1,1
PRE,22-Aug-16,3,3691,Pinus ponderosa,25.1,107,49,49,L,0,,1,2,1
PRE,22-Aug-16,11,702,Pinus ponderosa,25.1,105,44,44,L,0,,0,0,1
PRE,22-Aug-16,3,3690,Pinus ponderosa,25,98,37,37,L,0,,2,5,1
PRE,10-Sep-16,9,964,Pinus ponderosa,24.5,94,34,17,L,0,,3,10,1
PRE,22-Aug-16,13,710,Pinus ponderosa,24.5,92,31,31,L,0,,0,6,1
PRE,10-Sep-16,3,912,Pinus ponderosa,24.2,96,30,13,L,0,,2,4,1
PRE,10-Sep-16,7,936,Pinus ponderosa,24.2,109,44,26,L,0,,0.1,1,1
PRE,10-Sep-16,13,3573,Pinus ponderosa,24.1,105,48,20,L,0,,1,4,1
PRE,22-Aug-16,17,725,Pinus ponderosa,24.1,121,68,68,L,0,,0,0,1
PRE,23-Sep-16,5,529,Pseudotsuga menziesii,23.8,94,10,6,L,0,,0,0,1
PRE,10-Sep-16,11,3527,Pinus ponderosa,23.7,96,47,39,L,0,,1,10,1
PRE,22-Aug-16,9,143,Pinus ponderosa,23.7,101,42,42,L,0,,0,1,1
PRE,22-Aug-16,3,3692,Pinus ponderosa,23.4,104,46,46,L,0,,1,3,1
PRE,10-Sep-16,7,932,Pinus ponderosa,23,120,65,53,L,0,,0.1,5,1
PRE,10-Sep-16,7,933,Pinus ponderosa,23,108,44,27,L,0,,0,8,1
PRE,12-Sep-16,15,59,Pseudotsuga menziesii,22.8,122,62,41,L,0,,2,14,1
PRE,22-Aug-16,13,711,Pinus ponderosa,22.6,89,32,32,L,0,,1,5,1
PRE,12-Sep-16,15,57,Pseudotsuga menziesii,22.5,115,57,46,L,0,,0.1,19,1
PRE,10-Sep-16,11,3530,Pinus ponderosa,22.1,87,28,23,L,0,,1,5,1
PRE,22-Aug-16,1,3672,Pinus ponderosa,22.1,92,42,35,L,0,,0,0,1
PRE,22-Aug-16,9,142,Pinus ponderosa,21.6,86,47,47,L,0,,0,1,1
PRE,23-Sep-16,11,119,Pinus ponderosa,21.4,85,28,18,L,0,,3.5,12,1
PRE,10-Sep-16,13,3572,Pinus ponderosa,21.4,98,32,21,L,0,,1,3,1
PRE,22-Aug-16,5,108,Pinus ponderosa,21.2,110,62,62,L,0,,0,1,1
PRE,10-Sep-16,9,969,Pinus ponderosa,21,73,26,12,L,0,,2,10,1
PRE,22-Aug-16,2,3677,Pseudotsuga menziesii,21,92,42,14,L,0,,0,6,1
PRE,22-Aug-16,2,3679,Pseudotsuga menziesii,21,95,45,7,L,0,,0,11,1
PRE,20-Sep-16,19,182,Pinus ponderosa,20.9,65,34,34,L,0,,0,10,1
PRE,10-Sep-16,19,1292,Pinus ponderosa,20.9,84,30,19,L,0,,1,4,1
PRE,10-Sep-16,7,934,Pinus ponderosa,20.8,111,51,29,L,0,,2,7,1
PRE,10-Sep-16,3,911,Pinus ponderosa,20.7,93,36,29,L,0,,0.1,13,1
PRE,22-Aug-16,2,3683,Pinus ponderosa,20.6,98,48,48,L,0,,0,1,1
PRE,22-Aug-16,9,135,Pinus ponderosa,20.6,96,39,39,L,0,,0,1,1
PRE,22-Aug-16,9,141,Pinus ponderosa,20.6,83,43,43,L,0,,0,1,1
PRE,22-Aug-16,17,724,Pinus ponderosa,20.4,119,64,64,L,0,,0,0,1
PRE,22-Aug-16,3,3695,Pinus ponderosa,20.2,89,45,7,L,0,,0,1,1
PRE,22-Aug-16,1,3671,Pinus ponderosa,20.1,98,24,24,L,0,,0,0,1
PRE,10-Sep-16,15,3578,Pinus ponderosa,20,92,21,20,L,0,,0,7,1
PRE,22-Aug-16,9,138,Pinus ponderosa,19.7,97,40,40,L,0,,0,6,1
PRE,10-Sep-16,19,1293,Pinus ponderosa,19.6,83,34,27,L,0,,1,3,1
PRE,22-Aug-16,13,712,Pinus ponderosa,19.6,51,27,4.5,L,0,,0,1,1
PRE,23-Sep-16,17,138,Pinus ponderosa,19.5,69,25,21,L,0,,1,4,1
PRE,22-Aug-16,5,106,Pinus ponderosa,19.5,92,32,32,L,0,,0,1,1
PRE,22-Aug-16,7,134,Pinus ponderosa,19.5,91,37,37,L,0,,0,3,1
PRE,10-Sep-16,15,3582,Pinus ponderosa,19.1,80,31,24,L,0,,0.1,3,1
PRE,17-Aug-16,5,414,Pseudotsuga menziesii,19,103,34,22,L,0,,3,16,1
PRE,17-Aug-16,17,500,Pinus ponderosa,19,108,65,44,L,0,,,,1
PRE,22-Aug-16,2,3678,Pseudotsuga menziesii,19,93,45,10,L,0,,0,2,1
PRE,22-Aug-16,7,128,Pinus ponderosa,19,98,45,45,L,0,,0,0,1
PRE,23-Sep-16,1,521,Pinus ponderosa,18.9,81,27,5,L,0,,0,7,1
PRE,12-Sep-16,15,58,Pseudotsuga menziesii,18.9,109,62,42,L,0,,4,19,1
PRE,22-Aug-16,2,3684,Pinus ponderosa,18.9,90,35,35,L,0,,0,1,1
PRE,17-Aug-16,13,491,Pinus ponderosa,18.6,93,25,12,L,0,,1,2,1
PRE,22-Aug-16,1,3674,Pinus ponderosa,18.6,84,36,36,L,0,,0,1,1
PRE,22-Aug-16,5,3699,Pinus ponderosa,18.6,91,43,43,L,0,,0,3,1
PRE,22-Aug-16,7,133,Pinus ponderosa,18.6,96,23,23,L,0,,0,1,1
PRE,17-Aug-16,5,415,Pinus ponderosa,18.5,94,49,11.5,L,0,,0,11,1
PRE,22-Aug-16,11,706,Pinus ponderosa,18.5,95,51,51,L,0,,0,1,1
PRE,22-Aug-16,9,139,Pinus ponderosa,18.4,96,54,54,L,0,,0,1,1
PRE,23-Sep-16,17,142,Pinus ponderosa,18.3,69,21,7,L,0,,4,10,1
PRE,22-Aug-16,5,3697,Pinus ponderosa,18.3,87,42,42,L,0,,0,8,1
PRE,22-Aug-16,9,137,Pinus ponderosa,18.3,80,41,41,L,0,,0,2,1
PRE,22-Aug-16,17,714,Pinus ponderosa,18.2,91,49,49,L,0,,0,2,1
PRE,10-Sep-16,13,3574,Pinus ponderosa,18,82,29,29,L,0,,0.1,6,1
PRE,17-Aug-16,17,3656,Pinus ponderosa,18,95,56.6,27,L,0,,0,0.1,1
PRE,10-Sep-16,11,3526,Pinus ponderosa,17.8,77,34,34,L,0,,1,7,1
PRE,22-Aug-16,1,3670,Pinus ponderosa,17.8,88,25,21,L,0,,0.1,3,1
PRE,22-Aug-16,5,114,Pinus ponderosa,17.7,91,50,50,L,0,,0,1,1
PRE,10-Sep-16,15,3577,Pinus ponderosa,17.6,96,28,17,L,0,,0,6,1
PRE,10-Sep-16,9,967,Pinus ponderosa,17.4,82,37,25,L,0,,5,8,1
PRE,20-Sep-16,17,171,Pinus ponderosa,17.2,71,19,19,L,0,,3,10,1
PRE,10-Sep-16,19,1285,Pinus ponderosa,17,75,20,20,L,0,,1,3,1
PRE,22-Aug-16,1,3669,Pseudotsuga menziesii,17,88,31,31,L,0,,0,2,1
PRE,22-Aug-16,3,3687,Pseudotsuga menziesii,17,91,14,14,L,0,,2,16,1
PRE,22-Aug-16,7,118,Pinus ponderosa,17,74,49,49,L,0,,0,0,1
PRE,22-Aug-16,17,727,Larix occidentalis,17,101,16,16,L,0,,0,2,1
PRE,23-Sep-16,3,510,Pseudotsuga menziesii,16.8,76,24,2,L,0,,5,1.2,1
PRE,10-Sep-16,9,966,Pinus ponderosa,16.7,78,30,17,L,0,,4,12,1
PRE,22-Aug-16,3,3696,Pinus ponderosa,16.6,85,34,34,L,0,,0,1,1
PRE,12-Sep-16,17,135,Pinus ponderosa,16.5,89,49,14,L,0,,6,19,1
PRE,10-Sep-16,11,3528,Pinus ponderosa,16.3,67,30,18,L,0,,0.1,4,1
PRE,22-Aug-16,7,117,Pinus ponderosa,16.3,86,46,46,L,0,,0,0,1
PRE,23-Sep-16,5,530,Pinus ponderosa,16.2,73,20,5,L,0,,0,0,1
PRE,23-Sep-16,17,139,Pinus ponderosa,16.2,75,21,19,L,0,,0,8,1
PRE,17-Aug-16,3,411,Pinus ponderosa,16.1,95,44,26,L,0,,0.1,3,1
PRE,22-Aug-16,5,107,Pinus ponderosa,16.1,82,51,51,L,0,,0,1,1
PRE,17-Aug-16,7,427,Pinus ponderosa,16,93,51,30.5,L,0,,0.1,2,1
PRE,22-Aug-16,1,3668,Pinus ponderosa,15.7,28,,,D,0,,0,1,
PRE,20-Sep-16,17,170,Pinus ponderosa,15.6,61,25,25,L,0,,3,7,1
PRE,10-Sep-16,15,1208,Pinus ponderosa,15.3,70,48,43,L,0,,1,10,1
PRE,22-Aug-16,17,719,Pinus ponderosa,15.3,89,50,50,L,0,,0,0,1
PRE,22-Aug-16,3,3694,Pinus ponderosa,15.1,87,46,46,L,0,,0.1,2,1
PRE,22-Aug-16,5,105,Pinus ponderosa,15.1,83,51,51,L,0,,0,1,1
PRE,10-Sep-16,15,1207,Pinus ponderosa,15,66,27,27,L,0,,0,8,1
PRE,17-Aug-16,17,3652,Pinus ponderosa,14.8,99,64,7,L,0,,,,1
PRE,22-Aug-16,1,3667,Pinus ponderosa,14.5,81,47,47,L,0,,0,7,1
PRE,22-Aug-16,2,3680,Pinus ponderosa,14.5,78,43,43,L,0,,0,0,1
PRE,22-Aug-16,3,3686,Pinus ponderosa,14.5,87,29,22,L,0,,1,3,1
PRE,17-Aug-16,9,431,Pinus ponderosa,14.4,81,40,29,L,0,,1,5,1
PRE,22-Aug-16,7,131,Pinus ponderosa,14.4,84,44,44,L,0,,0,1,1
PRE,17-Aug-16,1,401,Pseudotsuga menziesii,14.3,82,19,4.5,L,0,,0.1,2,1
PRE,22-Aug-16,11,703,Pinus ponderosa,14.2,78,37,37,L,0,,0,1,1
PRE,22-Aug-16,7,119,Pinus ponderosa,14.1,73,49,49,L,0,,1,2,1
PRE,10-Sep-16,9,970,Pinus ponderosa,14,78,33,18,L,0,,3,9,1
PRE,22-Aug-16,3,3688,Pinus ponderosa,14,86,30,28,L,0,,0,1,1
PRE,10-Sep-16,9,971,Pinus ponderosa,13.8,78,26,17,L,0,,1,10,1
PRE,10-Sep-16,17,1236,Pinus ponderosa,13.8,87,28,13,L,0,,0,1,1
PRE,17-Aug-16,15,498,Pinus ponderosa,13.7,78,35,26,L,0,,5,7,1
PRE,20-Sep-16,19,193,Pinus ponderosa,13.6,64,43,43,L,0,,1,5,1
PRE,17-Aug-16,5,420,Pinus ponderosa,13.6,75,43,29.5,L,0,,0.5,3,1
PRE,20-Sep-16,15,153,Pinus ponderosa,13.4,57,19,10,L,0,,0,1,1
PRE,17-Aug-16,1,403,Pseudotsuga menziesii,13.4,76,20,4,L,0,,2,6,1
PRE,22-Aug-16,3,3693,Pinus ponderosa,13.2,69,24,21,L,0,,0,1,1
PRE,22-Aug-16,1,3676,Pseudotsuga menziesii,13.1,90,66,66,L,0,,0,0,1
PRE,22-Aug-16,7,123,Pinus ponderosa,13,76,41,35,L,0,,0,2,1
PRE,12-Sep-16,3,1349,Pinus ponderosa,12.8,74,37,31,L,0,,0.1,8,1
PRE,10-Sep-16,9,975,Pinus ponderosa,12.8,43,15,8,L,0,,0,0,1
PRE,10-Sep-16,9,978,Pinus ponderosa,12.6,59,18,13,L,0,,1,4,1
PRE,17-Aug-16,11,465,Larix occidentalis,12.5,81,40,40,L,0,,,,1
PRE,23-Sep-16,17,141,Pinus ponderosa,12.3,63,36,14,L,0,,3,8,1
PRE,17-Aug-16,1,405,Pseudotsuga menziesii,12.3,77,32,2.5,L,0,,0,3,1
PRE,17-Aug-16,9,430,Pseudotsuga menziesii,12,78,33,22,L,0,,0,3,1
PRE,22-Aug-16,5,113,Pinus ponderosa,11.7,72,52,52,L,0,,0,1,1
PRE,20-Sep-16,7,451,Pseudotsuga menziesii,11.4,39,,15,D,0,,0.1,2,
PRE,10-Sep-16,9,979,Pinus ponderosa,11,58,14,12,L,0,,1,2,1
PRE,17-Aug-16,1,408,Larix occidentalis,11,96,49,49,L,0,,0.1,1,1
PRE,17-Aug-16,1,406,Pinus contorta var. latifolia,10.7,78,25,4,L,0,,0.1,0.1,1
PRE,17-Aug-16,17,3658,Pinus contorta var. latifolia,10.7,74,40,28,L,0,,0.5,3,1
PRE,20-Sep-16,1,296,Pinus ponderosa,10.5,56,25,9,L,0,,0.1,4,1
PRE,20-Sep-16,1,299,Pinus ponderosa,10.4,55,20,14,L,0,,1,6,1
PRE,20-Sep-16,9,461,Larix occidentalis,10.4,59,28,24,L,0,,0.1,3,1
PRE,22-Aug-16,17,726,Pseudotsuga menziesii,10.1,51,28,28,L,0,,0,0,1
PRE,17-Aug-16,17,3654,Larix occidentalis,10,88,56,56,L,0,,0.1,0.5,1
PRE,10-Sep-16,19,1300,Pinus ponderosa,9.8,53,21,21,L,0,,0.1,0.1,1
PRE,12-Sep-16,1,1331,Pinus ponderosa,9.5,70,24,15,L,0,,0.1,1,1
PRE,22-Aug-16,2,3681,Pseudotsuga menziesii,9.5,54,15,15,L,0,,0,0,1
PRE,22-Aug-16,2,3685,Pseudotsuga menziesii,9.4,55,19,19,L,0,,0,1,1
PRE,22-Aug-16,17,716,Pseudotsuga menziesii,9.4,69,57,45,L,0,,0,0,1
PRE,22-Aug-16,5,115,Pinus ponderosa,9.3,63,34,34,L,0,,0,1,1
PRE,17-Aug-16,5,416,Pinus ponderosa,9.2,81,43,35,L,0,,0.5,4,1
PRE,17-Aug-16,7,424,Pinus ponderosa,9,62,27,6,L,0,,1,3,1
PRE,17-Aug-16,9,428,Pseudotsuga menziesii,9,64,26,5.5,L,0,,0,2,1
PRE,22-Aug-16,7,127,Pinus ponderosa,8.9,45,14,8,L,0,,0,2,1
PRE,22-Aug-16,1,3675,Pseudotsuga menziesii,8.8,58,15,6,L,0,,0,2,1
PRE,22-Aug-16,7,125,Pinus ponderosa,8.6,59,24,24,L,0,,0,1,1
PRE,10-Sep-16,19,1299,Pinus contorta var. latifolia,8.4,43,32,23,L,0,,0.1,1,1
PRE,17-Aug-16,9,429,Pseudotsuga menziesii,8.4,67,29,27,L,0,,0,4,1
PRE,22-Aug-16,2,3682,Pseudotsuga menziesii,8.3,46,15,6,L,0,,4,5,1
PRE,22-Aug-16,7,126,Pinus ponderosa,8.3,64,35,35,L,0,,0,1,1
PRE,17-Aug-16,7,422,Pinus ponderosa,8.2,64,16,8.5,L,0,,0,3,1
PRE,23-Sep-16,1,517,Pinus ponderosa,8,51,19,3,L,0,,0,2.5,1
PRE,17-Aug-16,19,3664,Pinus ponderosa,8,35,15,5,L,0,,0,0.5,1
PRE,22-Aug-16,11,705,Pinus ponderosa,8,46,29,17,L,0,,0,1,1
PRE,22-Aug-16,17,722,Pinus ponderosa,8,40,23,23,L,0,,0,1,1
PRE,10-Sep-16,15,3599,Pinus ponderosa,7.9,45,18,18,L,0,,0.1,7,1
PRE,17-Aug-16,1,402,Pinus ponderosa,7.9,67,28,19,L,0,,0.1,2,1
PRE,20-Sep-16,9,458,Larix occidentalis,7.8,59,32,28,L,0,,0.1,1,1
PRE,10-Sep-16,15,3584,Pinus ponderosa,7.6,37,12,9,L,0,,0,2,1
PRE,22-Aug-16,3,3689,Pinus ponderosa,7.6,59,28,28,L,0,,1,2,1
PRE,22-Aug-16,5,101,Pinus ponderosa,7.5,65,36,36,L,0,,0,1,1
PRE,22-Aug-16,7,132,Pinus ponderosa,7.5,46,20,9,L,0,,0,1,1
PRE,17-Aug-16,15,497,Larix occidentalis,7.4,71,18,18,L,0,,0.5,2,1
PRE,20-Sep-16,7,433,Pinus ponderosa,7.2,28,,10,D,0,,,,
PRE,20-Sep-16,9,454,Pseudotsuga menziesii,7.2,36,11,2,L,0,,0,0.1,1
PRE,22-Aug-16,7,129,Pinus ponderosa,7.2,54,38,38,L,0,,1,4,1
PRE,23-Sep-16,1,515,Pinus ponderosa,7.1,49,23,3,L,0,,0.5,2,1
PRE,22-Aug-16,1,3673,Pseudotsuga menziesii,7,40,8,8,L,0,,0,0,1
PRE,23-Sep-16,3,509,Pinus ponderosa,6.8,28,10,3,L,0,,2,5.5,1
PRE,22-Aug-16,5,3700,Pinus ponderosa,6.8,56,27,27,L,0,,0.1,2,1
PRE,10-Sep-16,15,1201,Pinus ponderosa,6.7,35,19,17,L,0,,0,4,1
PRE,22-Aug-16,5,103,Pinus ponderosa,6.7,62,25,25,L,0,,0,2,1
PRE,22-Aug-16,5,102,Pinus ponderosa,6.7,64,27,27,L,0,,0,2,1
PRE,22-Aug-16,17,718,Pseudotsuga menziesii,6.7,40,18,18,L,0,,0,1,1
PRE,23-Sep-16,1,513,Pinus ponderosa,6.4,33,22,3,L,0,,0.5,5.5,1
PRE,10-Sep-16,9,976,Pinus ponderosa,6.3,40,13,7,L,0,,0,0,1
PRE,22-Aug-16,5,104,Pinus ponderosa,6.3,41,22,22,L,0,,0.1,4,1
PRE,22-Aug-16,17,721,Pinus ponderosa,6.3,39,12,12,L,0,,0,0,1
PRE,20-Sep-16,1,401,Pinus ponderosa,6.2,44,17,4,L,0,,3,7,1
PRE,17-Aug-16,7,426,Pinus ponderosa,6.1,52,29,5,L,0,,0,6,1
PRE,17-Aug-16,11,460,Larix occidentalis,5.9,58,,29,D,0,,,,
PRE,23-Sep-16,1,522,Pinus ponderosa,5.6,37,11,5,L,0,,0,3,1
PRE,22-Aug-16,5,112,Pinus ponderosa,5.6,45,27,27,L,0,,0,1,1
PRE,17-Aug-16,11,441,Pseudotsuga menziesii,5.3,37,13,3,L,0,,,,1
PRE,20-Sep-16,13,2459,Pinus ponderosa,5.1,39,27,9,L,0,,0.1,3,1
PRE,20-Sep-16,19,181,Pseudotsuga menziesii,5.1,35,9,1,L,0,,0.1,6,1
PRE,17-Aug-16,11,432,Larix occidentalis,5.1,42,15,15,L,0,,,,1
PRE,17-Aug-16,11,434,Pseudotsuga menziesii,5.1,36,14,6,L,0,,,,1
PRE,20-Sep-16,9,455,Pinus ponderosa,5,28,16,6,L,0,,,,1
PRE,17-Aug-16,11,437,Larix occidentalis,5,45,17,17,L,0,,,,1
PRE,20-Sep-16,9,452,Larix occidentalis,4.9,13,,3,D,0,,,,
PRE,12-Sep-16,15,86,Abies grandis,4.9,42,8,5,L,0,,0,0,1
PRE,17-Aug-16,7,425,Pinus ponderosa,4.6,48,21,6.5,L,0,,0.1,7,1
PRE,20-Sep-16,15,157,Pinus ponderosa,4.4,22,11,4,L,0,,0,0,1
PRE,20-Sep-16,1,300,Pinus ponderosa,4.3,24,13,13,L,0,,,,1
PRE,10-Sep-16,15,3581,Pinus ponderosa,4.3,23,12,11,L,0,,0,2,1
PRE,17-Aug-16,11,459,Pseudotsuga menziesii,4.1,26,8.5,4,L,0,,,,1
PRE,20-Sep-16,9,456,Pinus ponderosa,3.7,22,12,3,L,0,,,,1
PRE,20-Sep-16,1,295,Pinus ponderosa,3.6,24,10,10,L,0,,0.1,4,1
PRE,12-Sep-16,15,85,Abies grandis,3.5,29,14,11,L,0,,0,0,1
PRE,20-Sep-16,15,160,Pseudotsuga menziesii,3.4,22,15,12,L,0,,0.1,0.1,1
PRE,20-Sep-16,7,434,Pseudotsuga menziesii,3.3,26,9,1,L,0,,0.1,3,1
PRE,20-Sep-16,7,435,Pseudotsuga menziesii,2.5,20,11,1,L,0,,0,1,1
PRE,12-Sep-16,15,84,Abies grandis,2.4,22,10,9,L,0,,0,0,1
